GBAC,Year,Country,Host,Serotype,Topotype,Lineage,pool
MG983724/SAU/cattle/2013/O/ME-SA/Ind-2001d,2013,SAU,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3
MG983723/SAU/cattle/2013/O/ME-SA/Ind-2001d,2013,SAU,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3
MG983722/SAU/cattle/2013/O/ME-SA/Ind-2001d,2013,SAU,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3
MG983721/SAU/cattle/2013/O/ME-SA/Ind-2001d,2013,SAU,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3
MG983720/RUS/cattle/2016/O/ME-SA/Unknown,2016,RUS,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1/Pool3
MG983719/NPL/cattle/2015/O/ME-SA/Unknown,2015,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2
MG983718/NPL/cattle/2015/O/ME-SA/Unknown,2015,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2
MG983717/NPL/cattle/2015/O/ME-SA/Ind-2001d,2015,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983716/NPL/cattle/2014/O/ME-SA/Ind-2001d,2014,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983715/NPL/cattle/2014/O/ME-SA/Ind-2001d,2014,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983714/NPL/pig/2013/O/ME-SA/Ind-2001d,2013,NPL,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983713/NPL/cattle/2013/O/ME-SA/Ind-2001d,2013,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983712/NPL/cattle/2013/O/ME-SA/Ind-2001d,2013,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983711/NPL/cattle/2013/O/ME-SA/Ind-2001d,2013,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983710/NPL/water-buffalo/2012/O/ME-SA/Unknown,2012,NPL,water-buffalo,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2
MG983709/NPL/cattle/2012/O/ME-SA/Ind-2001d,2012,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983708/NPL/cattle/2012/O/ME-SA/Ind-2001d,2012,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983707/NPL/water-buffalo/2012/O/ME-SA/Unknown,2012,NPL,water-buffalo,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2
MG983706/NPL/cattle/2010/O/ME-SA/Ind-2001d,2010,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983705/NPL/cattle/2010/O/ME-SA/Ind-2001d,2010,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983704/NPL/cattle/2008/O/ME-SA/Unknown,2008,NPL,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2
MG983703/MMR/cattle/2016/O/ME-SA/Unknown,2016,MMR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1
MG983702/MUS/cattle/2016/O/ME-SA/Unknown,2016,MUS,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,
MG983701/MUS/cattle/2016/O/ME-SA/Unknown,2016,MUS,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,
MG983700/MUS/cattle/2016/O/ME-SA/Unknown,2016,MUS,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,
MG983699/MUS/cattle/2016/O/ME-SA/Unknown,2016,MUS,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,
MG983697/LBY/cattle/2013/O/ME-SA/Ind-2001d,2013,LBY,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3/Pool4
MG983696/LBY/cattle/2013/O/ME-SA/Ind-2001d,2013,LBY,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3/Pool4
MG983695/LBY/cattle/2013/O/ME-SA/Ind-2001d,2013,LBY,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3/Pool4
MG983694/LBY/cattle/2013/O/ME-SA/Ind-2001d,2013,LBY,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3/Pool4
MG983693/LAO/Unknown/2015/O/ME-SA/Ind-2001d,2015,LAO,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool1
MG983692/IRN/cattle/2009/O/ME-SA/Ind-2001d,2009,IRN,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3
MG983691/BTN/cattle/2016/O/ME-SA/Unknown,2016,BTN,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2
MG983690/BTN/cattle/2016/O/ME-SA/Ind-2001d,2016,BTN,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983689/BTN/cattle/2012/O/ME-SA/Unknown,2012,BTN,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2
MG983688/BTN/cattle/2009/O/ME-SA/Ind-2001d,2009,BTN,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983687/BTN/cattle/2009/O/ME-SA/Ind-2001d,2009,BTN,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG983686/BHR/cattle/2015/O/ME-SA/Ind-2001d,2015,BHR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3
MG983685/BHR/cattle/2015/O/ME-SA/Ind-2001d,2015,BHR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool3
MG983684/BGD/cattle/2009/O/ME-SA/Ind-2001d,2009,BGD,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool2
MG923580/DZA/cattle/2017/A/AFRICA/Unknown,2017,DZA,cattle,A,AFRICA,,
MG923579/DZA/cattle/2017/A/AFRICA/Unknown,2017,DZA,cattle,A,AFRICA,,
MF372126/IND/gayal/1994/Asia1/ASIA/Unknown,1994,IND,gayal,Asia1,ASIA,,Pool2
MF372125/IND/gayal/2016/Asia1/ASIA/Unknown,2016,IND,gayal,Asia1,ASIA,,Pool2
MF461724/CHN/cattle/2017/O/ME-SA/Unknown,2017,CHN,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1
KY234502/CHN/pig/2015/O/ME-SA/Unknown,2015,CHN,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1
KY234501/CHN/cow/2011/O/ME-SA/Unknown,2011,CHN,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1
MH053352/ZWE/african-buffalo/1990/SAT3/III-NWZ/Unknown,1990,ZWE,african-buffalo,SAT3,III-NORTHWEST-ZIMBABWE-NWZ,,Pool6
MH053351/ZWE/cattle/1984/SAT3/II-WZ/Unknown,1984,ZWE,cattle,SAT3,II-WESTERN-ZIMBABWE-WZ,,Pool6
MH053350/ZWE/african-buffalo/1983/SAT3/I-SEZ/Unknown,1983,ZWE,african-buffalo,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6
MH053348/ZWE/cattle/1977/SAT3/I-SEZ/Unknown,1977,ZWE,cattle,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6
MH053347/ZWE/cattle/1976/SAT3/I-SEZ/Unknown,1976,ZWE,cattle,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6
MH053346/ZWE/cattle/1976/SAT3/I-SEZ/Unknown,1976,ZWE,cattle,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6
MH053344/ZWE/cattle/1974/SAT3/I-SEZ/Unknown,1974,ZWE,cattle,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6
MH053343/ZWE/cattle/1934/SAT3/III-NWZ/Unknown,1934,ZWE,cattle,SAT3,III-NORTHWEST-ZIMBABWE-NWZ,,Pool6
MH053338/BWA/cattle/1966/SAT3/II-WZ/Unknown,1966,BWA,cattle,SAT3,II-WESTERN-ZIMBABWE-WZ,,Pool6
MH053335/ZWE/cattle/1965/SAT2/I/Unknown,1965,ZWE,cattle,SAT2,I,,Pool6
MH053334/ZMB/cattle/1964/SAT2/III/Unknown,1964,ZMB,cattle,SAT2,III,,Pool6
MH053333/ETH/cattle/1989/SAT2/IV/Unknown,1989,ETH,cattle,SAT2,IV,,Pool4
MH053332/BWA/african-buffalo/1974/SAT2/II/Unknown,1974,BWA,african-buffalo,SAT2,II,,Pool6
MH053331/BWA/african-buffalo/1972/SAT2/II/Unknown,1972,BWA,african-buffalo,SAT2,II,,Pool6
MH053328/BWA/african-buffalo/1968/SAT2/III/Unknown,1968,BWA,african-buffalo,SAT2,III,,Pool6
MH053326/UGA/african-buffalo/1970/SAT1/IV-EA-1/Unknown,1970,UGA,african-buffalo,SAT1,IV-EAST-AFRICA1-EA-1,,Pool4
MH053325/UGA/cattle/1978/SAT1/VII-EA-2/Unknown,1978,UGA,cattle,SAT1,VII-EAST-AFRICA-2-EA-2,,Pool4
MH053323/TCD/cattle/1972/SAT1/VI/Unknown,1972,TCD,cattle,SAT1,VI,,Pool4/Pool5
MH053322/NAM/african-buffalo/1989/SAT1/III-WZ/Unknown,1989,NAM,african-buffalo,SAT1,III-WESTERN-ZIMBABWE-WZ,,Pool6
MH053321/MOZ/cattle/1981/SAT1/ASIA/Unknown,1981,MOZ,cattle,SAT1,ASIA,,Pool6
MH053320/KEN/cattle/1983/SAT1/I-NWZ/Unknown,1983,KEN,cattle,SAT1,I-NORTHWEST-ZIMBABWE-NWZ,,Pool4
MH053318/UGA/Unknown/2002/O/EA-2/Unknown,2002,UGA,,O,EAST-AFRICA-2-EA-2,,Pool4
MH053317/UGA/Unknown/1998/O/EA-4/Unknown,1998,UGA,,O,EAST-AFRICA-4-EA-4,,Pool4
MH053316/UGA/cattle/1996/O/EA-1/Unknown,1996,UGA,cattle,O,EAST-AFRICA-1-EA-1,,Pool4
MH053315/SDN/Unknown/1976/O/WA/Unknown,1976,SDN,,O,WEST-AFRICA-WA,,Pool4
MH053314/ETH/cattle/2007/O/EA-3/Unknown,2007,ETH,cattle,O,EAST-AFRICA-3-EA-3,,Pool4
MH053313/ETH/cattle/2006/O/EA-3/Unknown,2006,ETH,cattle,O,EAST-AFRICA-3-EA-3,,Pool4
MH053312/ETH/cattle/2005/O/EA-4/Unknown,2005,ETH,cattle,O,EAST-AFRICA-4-EA-4,,Pool4
MH053311/ETH/cattle/2004/O/EA-3/Unknown,2004,ETH,cattle,O,EAST-AFRICA-3-EA-3,,Pool4
MH053310/UGA/cattle/1970/C/AFRICA/Unknown,1970,UGA,cattle,C,AFRICA,,Pool4
MH053309/KEN/cattle/1967/C/AFRICA/Unknown,1967,KEN,cattle,C,AFRICA,,Pool4
MH053308/ETH/Unknown/1971/C/AFRICA/Unknown,1971,ETH,,C,AFRICA,,Pool4
MH053307/ZMB/cattle/1990/A/AFRICA/Unknown,1990,ZMB,cattle,A,AFRICA,,Pool6
MH053306/TCD/cattle/1973/A/AFRICA/Unknown,1973,TCD,cattle,A,AFRICA,,Pool4/Pool5
MH053305/EGY/cattle/1972/A/AFRICA/Unknown,1972,EGY,cattle,A,AFRICA,,Pool3/Pool4
MG725876/NER/cow/2015/A/AFRICA/Unknown,2015,NER,cow,A,AFRICA,,Pool5
MG725875/NER/cow/2015/A/AFRICA/Unknown,2015,NER,cow,A,AFRICA,,Pool5
MG725874/NER/cow/2015/A/AFRICA/Unknown,2015,NER,cow,A,AFRICA,,Pool5
MG725873/NER/cow/2015/A/AFRICA/Unknown,2015,NER,cow,A,AFRICA,,Pool5
MG725872/NER/cow/2013/A/AFRICA/Unknown,2013,NER,cow,A,AFRICA,,Pool5
LC320038/MNG/cow/2015/O/ME-SA/Unknown,2015,MNG,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool1
MF782478/BGD/cattle/2013/Asia1/ASIA/Unknown,2013,BGD,cattle,Asia1,ASIA,,Pool2
MF678826/NER/cow/2015/SAT1/X/Unknown,2015,NER,cow,SAT1,X,,Pool5
MF678824/NER/cow/2015/SAT1/X/Unknown,2015,NER,cow,SAT1,X,,Pool5
MF678823/NER/cow/2015/SAT1/X/Unknown,2015,NER,cow,SAT1,X,,Pool5
KX534089/KOR/pig/2016/O/SEA/Unknown,2016,KOR,pig,O,SOUTHEAST-ASIA-SEA,,Pool1
LC149720/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149719/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149718/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149717/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149716/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149713/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149712/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149711/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149710/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149709/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149708/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149707/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149706/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149705/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149704/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149702/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149700/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149699/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149698/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149697/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149696/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149695/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149694/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149693/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149692/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149690/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149689/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149688/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149687/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149686/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149685/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149682/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149680/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149679/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149676/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149673/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149672/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149671/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149668/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149665/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149664/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149663/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149661/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149660/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149659/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149658/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149657/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149655/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149651/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149649/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149647/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149646/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149645/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149644/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149643/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149642/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149641/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149639/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149638/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149637/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149631/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149629/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149625/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149624/JPN/pig/2010/O/SEA/Unknown,2010,JPN,pig,O,SOUTHEAST-ASIA-SEA,,
LC149623/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149622/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149621/JPN/wild-water-buffalo/2010/O/SEA/Unknown,2010,JPN,wild-water-buffalo,O,SOUTHEAST-ASIA-SEA,,
LC149620/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149619/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
LC149617/JPN/cow/2010/O/SEA/Unknown,2010,JPN,cow,O,SOUTHEAST-ASIA-SEA,,
KY446903/PAK/water-buffalo/2005/O/ME-SA/Unknown,2005,PAK,water-buffalo,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool3
KY657269/VNM/pig/2015/O/ME-SA/Ind-2001d,2015,VNM,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,Pool1
KY086466/KOR/pig/2016/O/SEA/Unknown,2016,KOR,pig,O,SOUTHEAST-ASIA-SEA,,Pool1
KY086465/KOR/pig/2016/O/SEA/Unknown,2016,KOR,pig,O,SOUTHEAST-ASIA-SEA,,Pool1
KX712091/BGD/pig/2015/O/ME-SA/Unknown,2015,BGD,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2
JN099699/IRQ/cattle/2009/A/ASIA/Iran-05,2009,IRQ,cattle,A,ASIA,Iran-05,Pool3
JN099698/IRQ/cattle/2009/A/ASIA/Iran-05,2009,IRQ,cattle,A,ASIA,Iran-05,Pool3
JN099697/IRQ/cattle/2009/A/ASIA/Iran-05,2009,IRQ,cattle,A,ASIA,Iran-05,Pool3
JN099694/IRQ/cattle/2009/A/ASIA/Iran-05,2009,IRQ,cattle,A,ASIA,Iran-05,Pool3
KX162590/KOR/pig/2014/O/SEA/Unknown,2014,KOR,pig,O,SOUTHEAST-ASIA-SEA,,Pool1
KU726614/GRC/sheep/1994/O/ME-SA/Unknown,1994,GRC,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,
KU821592/ZMB/cow/2009/SAT2/III/Unknown,2009,ZMB,cow,SAT2,III,,Pool6
KU821591/ZMB/cow/2010/O/EA-2/Unknown,2010,ZMB,cow,O,EAST-AFRICA-2-EA-2,,Pool6
KU821590/NAM/cow/2010/SAT1/III-WZ/Unknown,2010,NAM,cow,SAT1,III-WESTERN-ZIMBABWE-WZ,,Pool6
KU291242/MAR/cow/2015/O/ME-SA/Ind-2001d,2015,MAR,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,Ind-2001d,
KX002205/ARG/cattle/2001/A/EURO-SA/Unknown,2001,ARG,cattle,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
KX002204/ARG/cattle/2001/A/EURO-SA/Unknown,2001,ARG,cattle,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
KX002203/ARG/cattle/2001/A/EURO-SA/Unknown,2001,ARG,cattle,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
KX002202/ARG/cattle/2001/A/EURO-SA/Unknown,2001,ARG,cattle,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
KX002201/ARG/cattle/2001/A/EURO-SA/Unknown,2001,ARG,cattle,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
KX002200/ARG/cattle/2001/A/EURO-SA/Unknown,2001,ARG,cattle,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
KX002198/ARG/cattle/2001/A/EURO-SA/Unknown,2001,ARG,cattle,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
